"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","53185199394","Bermudez Alsina, Antonio","31/12/1990","Rios Mora, Max","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Sancho Moreno, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Adriana Sancho Moreno","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","81696515772","Lorente Abad, Jaume","24/05/1993","Escobar Farre, Joel","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Escobar Cuenca, Emma","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Emma Escobar Cuenca","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","20744634128","Codina Ramon, Erik","04/05/1995","Nieto Ferrer, Lucía","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Acosta Cruz, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Adriana Acosta Cruz","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","17107789174","Gomez Lorenzo, Carlos","20/07/1997","Domenech Mir, Diego","+34 XXXXXXX","+34 XXXXXXX","carlos@mailintaor.com","Soria Rivas, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Ivet Soria Rivas","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","97167095667","Alonso Miranda, Joan","25/05/1992","Contreras Bravo, Mohamed","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Galvez Bosch, Roc","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Roc Galvez Bosch","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","17170149961","Prieto Casas, Gerard","09/04/1994","Hidalgo Rivera, Paula","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Gallardo Ros, Sara","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Sara Gallardo Ros","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","40652228879","Sola Redondo, Leo","20/07/1991","Fernandez Lazaro, Bruna","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Pallares Martinez, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Ainara Pallares Martinez","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","38869475387","Diaz Suarez, Unai","09/08/1994","Sola Sabate, Pol","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Ortiz Pozo, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Blanca Ortiz Pozo","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","16641687922","Rico Ramon, Bruno","25/12/1994","Pozo Cuevas, Lucas","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Camps Casanovas, Roc","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Roc Camps Casanovas","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","22259496386","Mas Castro, Alan","09/03/1997","Martos Bueno, Ona","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Vazquez Capdevila, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Valentina Vazquez Capdevila","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","82939676466","Guzman Murillo, Miquel","18/02/1999","Sanchez Gil, Bruno","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Rosell Pardo, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Álvaro Rosell Pardo","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","96746622160","Cabello Cruz, Quim","01/06/1994","Peña Bautista, Unai","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Garrido Camacho, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Miquel Garrido Camacho","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","22740416740","Busquets Escudero, Jaume","29/11/1995","Rius Santos, Xavi","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Villar Jurado, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Mariona Villar Jurado","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","38121719947","Ramirez Cardona, Erik","28/05/1994","Peña Arias, Aleix","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Aguilar Vicente, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Arnau Aguilar Vicente","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","48299077818","Parra Mendoza, Aitor","31/08/1994","Andres Pons, Aleix","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Castro Valls, Jana","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Jana Castro Valls","L'Armentera","Albanyà","aitor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","62142624134","Gracia Mir, Judith","14/11/1997","Oliver Hidalgo, Bruno","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Esteban Viñas, José","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador José Esteban Viñas","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","48517642801","Cruz Nadal, Lola","28/02/1998","Rubio Miro, Miguel","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Peña Ibañez, Joana","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Joana Peña Ibañez","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","19689399149","Mir Acosta, Xavier","09/06/1998","Ruiz Lozano, Carlota","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Lazaro Salvador, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Sergi Lazaro Salvador","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","54677390965","Casanova Barrera, Alan","10/12/1990","Velasco Casanova, Albert","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Bravo Palacios, Sara","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Sara Bravo Palacios","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","47104533895","Farre Nadal, Dídac","01/06/1998","Ferrer Vera, Ivet","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Viñas Segura, Jan","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Jan Viñas Segura","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","36774907500","Ramirez Andres, David","04/06/1997","Amaya Benitez, Nerea","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Esteban Valls, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Pablo Esteban Valls","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","18098103038","Casals Garriga, Clara","25/03/1999","Rico Montero, Sergio","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Ferrer Salas, Xavi","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Xavi Ferrer Salas","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","74221368442","Padilla Aguilera, Mohamed","26/02/1996","Villar Salazar, Roc","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Lopez Planas, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Aitor Lopez Planas","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","41750327605","Pastor Santiago, Dídac","30/05/1993","Ferre Gonzalez, Quim","+34 XXXXXXX","+34 XXXXXXX","didac@mailintaor.com","Alsina Santiago, Emma","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Emma Alsina Santiago","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","12842443623","Gil Marcos, Ainhoa","28/09/1990","Gallego Egea, Izan","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Aparicio Herrera, Judith","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Judith Aparicio Herrera","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","95370544517","Santamaria Heredia, Lola","28/04/1997","Maldonado Marquez, Joana","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Rosell Camps, Inés","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Inés Rosell Camps","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","62116727432","Domenech Llorens, David","29/03/1993","Casado Montero, Elsa","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Arenas Ramirez, Max","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Max Arenas Ramirez","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","85867803040","Llorens Roman, Arlet","17/06/1990","Suarez Comas, Marina","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Molina Rojas, Martina","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Martina Molina Rojas","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","35990945326","Galan Pujol, Ana","25/04/1999","Heredia Campos, Ainara","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Galvez Coll, Malak","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Malak Galvez Coll","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","79849363991","Andres Molina, Iris","07/05/1991","Pla Aguilera, Arlet","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Oliver Ros, Erik","+34 XXXXZZZZ","+34 XXXXLLL","arlet@mailintaor.com","c/ de l'aviador Erik Oliver Ros","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","96575621570","Vicente Asensio, Naia","29/04/1996","Murillo Duran, Anna","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Caballero Moreno, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Rayan Caballero Moreno","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","26964386994","Manzano Blanco, David","12/10/1992","Herrero Benitez, Carlos","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Roca Cardona, Nil","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Nil Roca Cardona","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","78648017473","Diez Benitez, Guillem","21/06/1993","Soriano Pacheco, Hugo","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Reina Merino, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Daniela Reina Merino","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","35677565067","Amaya Lazaro, Mireia","16/10/1993","Rojas Crespo, Jana","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Valero Camacho, Ian","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Ian Valero Camacho","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","18410198950","Galvez Torrent, Iris","23/01/1996","Vega Palau, Marina","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Riera Maldonado, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Alexandra Riera Maldonado","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","46688388948","Beltran Mesa, Unai","14/11/1992","Martinez Juan, Marina","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Ordoñez Vazquez, Clara","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Clara Ordoñez Vazquez","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","80320890043","Ortega Mas, Ismael","29/06/1999","Santamaria Murillo, Quim","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Vargas Galan, Ariadna","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Ariadna Vargas Galan","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","98030532329","Aguilera Sierra, Gerard","07/08/1991","Valle Iglesias, Miquel","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Valls Flores, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Bruno Valls Flores","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","57907990965","Puig Amaya, Pol","02/06/1993","Alba Lorenzo, Rayan","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Andres Valles, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Bernat Andres Valles","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","81862553917","Leon Casanova, Antonio","14/07/1998","Ferre Mendoza, Naia","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Coll Vargas, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Adrián Coll Vargas","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","54454019761","Ramos Lozano, Adrià","30/09/1994","Marin Nieto, Jan","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Lara Cuevas, Quim","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Quim Lara Cuevas","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","95777173272","Palau Bravo, Iris","23/09/1999","Soler Pastor, Álvaro","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Grau Aranda, Alba","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Alba Grau Aranda","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","68445134709","Amaya Beltran, Alejandro","25/10/1993","Leon Comas, Alba","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Macias Duran, Izan","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Izan Macias Duran","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","71824895100","Franco Arroyo, Paula","03/11/1991","Pacheco Carrillo, Laura","+34 XXXXXXX","+34 XXXXXXX","paula@mailintaor.com","Plaza Ortega, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Ayman Plaza Ortega","L'Armentera","Albanyà","paula@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","19330091310","Viñas Reyes, Alexandra","13/09/1993","Valles Aguilera, Eloi","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Montoya Gonzalez, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Nerea Montoya Gonzalez","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","22339421516","Bueno Delgado, Ian","18/04/1999","Abad Iglesias, Roger","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Marco Marti, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Ferran Marco Marti","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","36989332855","Alba Nadal, Antonio","31/01/1990","Camps Valle, Clara","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Riera Montoya, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Valentina Riera Montoya","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","54562451752","Costa Estrada, Nerea","29/10/1994","Cuevas Roldan, Elsa","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Escobar Vega, Diego","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Diego Escobar Vega","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","23347496277","Rosell Tomas, Nora","05/11/1995","Bueno Sabate, Roger","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Crespo Avila, Alba","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Alba Crespo Avila","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","14418312396","Soria Cuenca, José","10/01/1996","Guerrero Ponce, Elena","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Badia Luna, Roc","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Roc Badia Luna","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","17116277503","Romero Guerra, Marc","02/07/1994","Ortega Abad, Rayan","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Bernal Escudero, Abril","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Abril Bernal Escudero","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","39118312625","Flores Garcia, Laura","25/09/1993","Heredia Galindo, Marwa","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Marquez Sanz, Ariadna","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Ariadna Marquez Sanz","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","79818743643","Mendoza Santos, Guillem","31/10/1992","Casals Farre, Martina","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Aguilar Caballero, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Marwa Aguilar Caballero","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","85525446820","Hidalgo Parra, Malak","27/09/1990","Salvador Heredia, Sergio","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Mateu Saez, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Elsa Mateu Saez","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","52165345974","Nadal Contreras, Helena","25/01/1995","Rey Roig, Alba","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Coll Font, Sara","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Sara Coll Font","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","40991342006","Garrido Zamora, Jan","22/09/1996","Cuenca Andres, Berta","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Velasco Gracia, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Álvaro Velasco Gracia","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","48841054446","Roldan Navas, Lluc","15/02/1995","Sole Blanch, Álvaro","+34 XXXXXXX","+34 XXXXXXX","lluc@mailintaor.com","Pardo Ortiz, Elena","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Elena Pardo Ortiz","L'Armentera","Albanyà","lluc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","22158842158","Cardona Miguel, Oriol","05/05/1997","Suarez Quintana, Eloi","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Cardenas Paredes, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Gabriel Cardenas Paredes","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","48719438064","Egea Sierra, Naia","07/11/1999","Sabate Medina, Irene","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Vera Mora, Aya","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Aya Vera Mora","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","14921632478","Comas Sierra, Irene","28/06/1994","Pla Casas, Adriana","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Luque Pons, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Bruno Luque Pons","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","93535159422","Vega Pons, Leyre","10/03/1999","Fernandez Ramon, Aitor","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Calvo Luna, Helena","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Helena Calvo Luna","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","23494130470","Bermudez Duran, Abril","01/10/1999","Bertran Pons, Iker","+34 XXXXXXX","+34 XXXXXXX","abril@mailintaor.com","Pascual Nuñez, Inés","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Inés Pascual Nuñez","L'Armentera","Albanyà","abril@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","39061890880","Velasco Medina, Ainhoa","31/12/1994","Ruiz Luque, Eva","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Pages Prieto, Inés","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Inés Pages Prieto","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","66141671394","Delgado Luna, Andrea","11/11/1999","Soriano Gimeno, Alexandra","+34 XXXXXXX","+34 XXXXXXX","andrea@mailintaor.com","Oliva Bueno, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Eloi Oliva Bueno","L'Armentera","Albanyà","andrea@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","12786356382","Miro Herrero, David","09/05/1997","Castaño Lozano, Judith","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Viñas Planas, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Ferran Viñas Planas","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","44482962011","Perez Ribas, Alba","26/09/1994","Farre Torres, Marc","+34 XXXXXXX","+34 XXXXXXX","alba@mailintaor.com","Puig Lorenzo, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Carlota Puig Lorenzo","L'Armentera","Albanyà","alba@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","29230760096","Navas Rivas, Noa","04/02/1998","Miralles Sierra, Carlos","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Martinez Rios, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Marwa Martinez Rios","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","32205080382","Pozo Marin, Ismael","17/03/1991","Segura Vila, Diego","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Amaya Montero, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Ayman Amaya Montero","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","88420756532","Lorenzo Acosta, Miquel","12/06/1998","Casado Alonso, Rayan","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Carrasco Marin, Max","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Max Carrasco Marin","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","21554514517","Parra Salas, Adrián","10/08/1998","Valverde Guerrero, Lucas","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Ferrer Busquets, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Ainara Ferrer Busquets","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","11245813156","Andres Manzano, Mar","13/09/1997","Prat Villar, Eloi","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Marcos Camps, Quim","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Quim Marcos Camps","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
